CUI,SNIP,NOMBRE DE LA INVERSIÓN,ESTADO DE LA INVERSIÓN,TIPO DE INVERSIÓN,UNIDAD EJECUTORA DE INVERSIONES (UEI),COSTO DE INVERSIÓN VIABLE / APROBADO,COSTO DE INVERSIÓN ACTUALIZADO,COSTO TOTAL DE LA INVERSIÓN ACTUALIZADO,¿TIENE EXPEDIENTE TÉCNICO O DOCUMENTO EQUIVALENTE?,AVANCE FINANCIERO ACUMULADO,DEVENGADO ACUMULADO AL 2024,¿SE ENCUENTRA PROGRAMADO EN EL PMI?,PIM 2024 EN AVANCE FINANCIERO,PIM 2024,PIM 2023,PIM 2022
2279871,2279871,"CREACION DE PONTONES EN LA VIA DE ACCESO DE LA LOCALIDAD DE PHARA Y LAS COMUNIDADES DE CHEJANI Y CAHUICHAÑA, SECTOR MAGUILA, DISTRITO DE PHARA - SANDIA - PUNO",ACTIVO,PROYECTO DE INVERSION,,"363,198.06","348,202.35","348,202.35",NO,68.3 %,"237,956.5",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2280252,2280252,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DEL NIVEL PRIMARIA DE LAS I.E. N° 38855/MX-P DE UNION CERRO DE ORO, N° 38564/MX-P DE ISOCCASA, N° 38994/MX-P DE MIRAFLORES Y 38864/MX-P DE SAN JOSE DEL DISTRITO DE ANCHIHUAY - PROVINCIA DE LA MAR - DEPARTAMENTO DE AYACUCHO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ANCHIHUAY,"9,825,501.58","9,825,501.58","9,825,501.58",SI   ,66.3 %,"6,512,612.8",SI   ,"1,607,285.00","1,607,285.00","2,250,115.00","3,530,312.00"
2280275,2280275,"AMPLIACION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO DEL BARRIO LA LIBERTAD, DISTRITO DE SICAYA - HUANCAYO - JUNIN",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SICAYA,"1,493,146.00","6,617,454.02","6,617,454.02",SI   ,83.5 %,"5,527,655.43",SI   ,"1,054,617.00","1,054,617.00","35,178.00","2,804,139.00"
2280937,2280937,"MEJORAMIENTO Y CONSTRUCCION DE LA CARRETERA DEPARTAMENTAL SM-106; TRAMO: CHAZUTA - CURIYACU, EN EL DISTRITO DE CHAZUTA, PROVINCIA DE SAN MARTIN - SAN MARTIN",ACTIVO,PROYECTO DE INVERSION,UEI PROYECTO ESPECIAL HUALLAGA CENTRAL Y BAJO MAYO,"34,750,616.00","48,891,371.14","48,891,371.14",SI   ,80.9 %,"39,553,262.69",SI   ,"3,038,759.00","3,038,759.00","5,616,454.00","9,418,532.00"
2281035,2281035,"CONSTRUCCION DEL CAMINO VECINAL DESDE, EL CENTRO POBLADO DE SANTA ROSA DE CHOPCCA (0+000 KM) AL CENTRO POBLADO LOS LIBERTADORES (4+780 KM), DISTRITOS DE YAULI Y PAUCARA, PROVINCIAS DE HUANCAVELICA Y ACOBAMBA, DEL DEPARTAMENTO DE HUANCAVELICA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,"878,864.00","1,784,100.24","1,784,100.24",SI   ,76.6 %,"1,366,509.88",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2281338,2281338,"CONSTRUCCION DE CAMINO VECINAL DESDE LA LOCALIDAD DE PROVIDENCIA, NUEVO IQUITOS Y SAN ANTONIO, DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS,"262,248.00","262,248.00","262,248.00",NO   ,65.5 %,"171,815.2",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2281884,2281884,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA INSTITUCION EDUCATIVA PRIMARIA N° 70351 SENKA DE LA COMUNIDAD SAN CARLOS MARCACOLLO DEL CENTRO POBLADO DE SIRAYA, DISTRITO DE ILAVE, PROVINCIA DE EL COLLAO - PUNO",ACTIVO,PROYECTO DE INVERSION,,"879,326.57","893,957.15","893,957.15",SI   ,10.3 %,"92,118.87",SI   ,"7,284.00","7,284.00",No info. disponible,No info. disponible
2282621,2282621,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE DEL CENTRO POBLADO SAN FRANCISCO, DISTRITO DE LA PECA - BAGUA - AMAZONAS",ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL AMAZONAS - SEDE CENTRAL,"704,459.4","2,364,723.97","2,364,723.97",SI   ,28.8 %,"682,166.74",SI   ,"98,621.00","98,621.00","2,155,600.00","2,075,320.00"
2282660,2282660,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA AVENIDA PRIMAVERA DE LA CIUDAD DE ILAVE, DISTRITO DE ILAVE, PROVINCIA DE EL COLLAO - PUNO",ACTIVO,PROYECTO DE INVERSION,,"1,446,868.00","1,507,225.08","1,507,225.08",SI   ,46.3 %,"698,078.87",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2283231,2283231,"CONSTRUCCION DEL CAMINO VECINAL: HUANUSAMANA – LLAMILLAMI, DEL SECTOR ALTO PABLOBAMBA, DISTRITO DE YANAHUAYA, PROVINCIA DE SANDIA - PUNO",ACTIVO,PROYECTO DE INVERSION,,"726,533.19","726,533.19","726,533.19",NO,29.5 %,"214,337.14",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2283320,2283320,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE; INSTALACION DEL SISTEMA DE ALCANTARILLAD0 Y TRATAMIENTO DE AGUAS SERVIDAS EN LAS LOCALIDADES DE MITUHUILLCA, HUANCHOR, SARAHUARCAY, CHIHUAMPATA ALTO Y CHIHUAMPATA BAJO DEL, DISTRITO DE OCOBAMBA - CHINCHEROS - APURIMAC",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE OCOBAMBA - APURIMAC,"5,705,809.00","7,100,272.33","7,100,272.33",SI   ,89.8 %,"6,373,104.32",SI   ,"727,168.00","727,168.00","4,583,392.00","1,956,403.00"
2283407,2283407,"CREACION DE PUENTE CARROZABLE PERUANI SOBRE EL RIO QUIACA, SECTOR CHICHIHUAYA, DISTRITO DE QUIACA - SANDIA - PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE QUIACA,"649,063.3","662,743.00","662,743.00",SI   ,85.8 %,"568,784.35",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2283431,2283431,"MEJORAMIENTO, AMPLIACION EL SERVICIO EDUCATIVO DE LA I.E. N 50224 DEL NIVEL PRIMARIO DE LA COMUNIDAD CAMPESINA DE KALLARAYAN DEL DISTRITO DE TARAY, PROVINCIA DE CALCA - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE TARAY,"3,214,615.00","3,873,053.43","3,873,053.43",SI   ,58.1 %,"2,250,176.69",SI   ,"500,000.00","500,000.00","17,792.00","3,254,804.00"
2283656,2283656,"AMPLIACION, MEJORAMIENTO DE LA INFRAESTRUCTURA DEL CEMENTERIO MUNICIPAL DEL DISTRITO DE SAN MIGUEL, PROVINCIA DE LA MAR - AYACUCHO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE LA MAR,"542,021.04","693,819.19","693,819.19",SI   ,21.1 %,"146,498.00",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2283889,2283889,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DESDE EL P.J SANTA ISABEL, SECTOR EL SIGLO Y SECTOR EL CARDO, DISTRITO DE OLMOS - LAMBAYEQUE - LAMBAYEQUE",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE OLMOS,"4,600,198.00","4,251,084.98","4,251,084.98",SI   ,36.8 %,"1,562,743.88",NO,0.00,No info. disponible,No info. disponible,"404,561.00"
2283964,2283964,"REEMPLAZO DE 16 PUENTES UBICADOS EN LOS CORREDORES VIALES NACIONALES RUTA: 1S: TRAMO ICA - DV. QUILCA - REPARTICION, RUTA 1SD: TRAMO LOS CERILLOS - ISLAY - MOLLENDO - ILO - EL POZO, RUTA PE 38: TRAMO TACNA - TARATA",ACTIVO,PROYECTO DE INVERSION,DIRECCIÓN DE ESTUDIOS DE PROVIAS NACIONAL,"159,647,875.00","171,500,444.38","173,757,815.28",SI   ,55.2 %,"95,835,778.33",SI   ,"23,979.00","23,979.00","15,613,185.00","31,931,543.00"
2284077,2284077,"MEJORAMIENTO DEL SERVICIO DE ABASTO DE PRODUCTOS DE PRIMERA NECESIDAD EN LA URBANIZACIÓN 27 DE JUNIO DEL DISTRITO DE PUNO, PROVINCIA DE PUNO - PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PUNO,"3,112,112.00","1,937,233.07","1,937,233.07",SI   ,69.1 %,"1,338,047.6",SI   ,0.00,No info. disponible,No info. disponible,"4,374.00"
2284371,2284371,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LAS LOCALIDADES DE VILLA VIRGINIA, RIO ALBERTA, ARBITRAZA, VILLA BAMBU, BAJO RIO NEGRO, VILLA PACIFICO, LAS BEGONIAS, MIRAFLORES, SAN ISIDRO, 12 DE JULIO, VILLA CRISTIANA, LAS",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE RIO NEGRO,"19,134,246.00","25,607,328.9","25,674,837.27",SI   ,57.2 %,"14,687,023.45",SI   ,"129,563.00","129,563.00",No info. disponible,"11,093,204.00"
2285435,2285435,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL CENTRO POBLADO MUCHINGUIS , DISTRITO DE RIO SANTIAGO - CONDORCANQUI - AMAZONAS",ACTIVO,PROYECTO DE INVERSION,UEI DEL PROGRAMA NACIONAL DE SANEAMIENTO RURAL,"3,721,138.00","5,163,465.84","5,269,071.84",SI   ,53.1 %,"2,799,156.82",SI   ,"2,295,725.00","2,295,725.00","4,690,266.00","1,232,324.00"
2285949,2285949,"MEJORAMIENTO DEL SERVICIO DE PROTECCION Y TRANSITABILIDAD PEATONAL EN LOS PASAJES: PROL. EL PROGRESO, REVOLUCION, LOS JARDINES Y ALTO PERU DEL AA. HH. LOS CONQUISTADORES DEL 3ER SECTOR DE INDEPENDENCIA, EJE ZONAL INDEPENDENCIA, DISTRITO DE INDEPENDENCIA - LIMA - LIMA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA,"369,711.47","621,351.87","621,351.87",SI   ,98.5 %,"612,033.12",SI   ,0.00,No info. disponible,"324,594.00","324,594.00"
2286058,2286058,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LOS BARRIOS URBANOS: PATRON SANTIAGO, EL SALVADOR, LOS ALAMOS, WICHAYPAMPA, SEÑOR DE HUANCA Y SAN MARCOS DEL DISTRITO DE CHALLHUAHUACHO, PROVINCIA DE COTABAMBAS, DEPARTAMENTO DE APURIMAC",ACTIVO,PROYECTO DE INVERSION,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,"64,570,676.00","81,737,359.73","81,737,359.73",SI   ,84 %,"68,626,201.2",SI   ,"6,361,306.00","6,361,306.00","331,406.00","577,529.00"
2286072,2286072,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA INTERSECCION DE LA VIA DE EVITAMIENTO CON LA AVENIDA TAMBURCO, PROVINCIA DE ABANCAY - APURIMAC",CERRADO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE ABANCAY,"198,396.55","239,919.4","239,919.4",SI   ,84.3 %,"202,200.18",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2286734,2286734,"MEJORAMIENTO DEL CANAL DE RIEGO EN EL CASERIO PAMPAS DE CHEPATE DEL DISTRITO DE CASCAS, PROVINCIA DE GRAN CHIMU - LA LIBERTAD",ACTIVO,FUR,UEI DE LA MUNICIPALIDAD PROVINCIAL DE GRAN CHIMU,"3,029,546.01","3,029,547.00","3,029,547.00",SI   ,91.9 %,"2,782,843.23",NO,0.00,No info. disponible,"247,704.00","481,330.00"
2286761,2286761,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO BÁSICO EN LAS LOCALIDADES DE CCELLOPAMPA, LAHUALAHUA, PROMESA Y SORACCASA, DISTRITO DE COTARUSE - AYMARAES - APURIMAC",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE COTARUSE,"2,880,111.00","4,498,375.47","4,498,375.47",SI   ,98.6 %,"4,433,779.42",NO,0.00,No info. disponible,No info. disponible,"402,642.00"
2287203,2287203,"MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD ANCAHUASI, DISTRITO DE ANCAHUASI - ANTA - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ANCAHUASI,"10,059,218.00","10,059,983.61","10,059,983.61",SI   ,99 %,"9,963,209.32",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2288185,2288185,"MEJORAMIENTO DEL SERVICIO DEPORTIVO RECREACIONAL EN EL ANEXO DE ORCCOMPATA DEL CENTRO POBLADO DE CASCABAMBA, DISTRITO DE SANTA MARA DE CHICMO, PROVINCIA DE ANDAHUAYLAS - APURIMAC",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE ANDAHUAYLAS,"330,649.42","549,126.63","549,126.63",SI   ,88.7 %,"487,085.17",SI   ,"120,000.00","120,000.00","8,540.00","13,540.00"
2289146,2289146,"INSTALACION DE SERVICIOS HIGIENICOS EN LOS CENTROS DE INICIAL NO ESCOLARIZADOS EN LA LOCALIDAD DE ZEPITA, DISTRITO DE ZEPITA - CHUCUITO - PUNO",ACTIVO,PROYECTO DE INVERSION,,"295,696.24","367,668.24","367,668.24",SI   ,55 %,"202,281.00",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2289310,2289310,"CREACION DE TROCHA CARROZABLE A ZONAS PRODUCTIVAS DEL SECTOR BOTIJANI DEL DISTRITO DE SAN JUAN DEL ORO, PROVINCIA DE SANDIA - PUNO",ACTIVO,PROYECTO DE INVERSION,,"1,189,479.38","1,064,559.38","1,064,559.38",SI   ,15.3 %,"162,706.00",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2290085,2290085,"CREACION DEL CAMINO VECINAL UVASNIYOCC - VIOLETA VELASQUEZ, DISTRITO DE TAMBILLO - HUAMANGA - AYACUCHO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE TAMBILLO,"1,002,341.41","1,094,227.21","1,094,227.21",NO   ,10.1 %,"110,830.04",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2290832,2290832,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DEPORTIVOS DE LA LOCALIDAD DE CHINCHERO, DISTRITO DE CHINCHERO - URUBAMBA - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE CHINCHERO,"3,192,521.00","3,992,894.03","3,992,894.03",SI   ,94.3 %,"3,764,950.05",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2291004,2291004,"CREACION DEL SERVICIO DE DISPOSICION SANITARIA DE EXCRETAS EN EL CASERIO LA LIMA, DISTRITO DE SAN MIGUEL DE EL FAIQUE - HUANCABAMBA - PIURA",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE EL FAIQUE,"399,653.06","3,100,431.86","3,100,431.86",SI   ,47.6 %,"1,475,546.37",SI   ,"1,449,395.00","1,449,395.00","2,039,428.00","2,943,032.00"
2291323,2291323,"INSTALACION DE LOS SERVICIOS DE PROTECCION CONTRA LA RADIACION ULTRAVIOLETA EN LAS INSTITUCIONES EDUCATIVAS PUBLICAS DE LOS NIVELES INICIAL, PRIMARIA Y SECUNDARIA DE LA, PROVINCIA DE CUSCO - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI GERENCIA DE INFRAESTRUCTURA MUNICIPALIDAD PROVINCIAL DEL CUSCO,"18,501,296.00","15,308,335.89","15,308,335.89",SI   ,89.3 %,"13,677,729.57",SI   ,"130,000.00","130,000.00",No info. disponible,"162,269.00"
2291683,2291683,"MEJORAMIENTO DEL CAMINO VECINAL TRAMO: ALCAMARINI – CAJSATA EN LA COMUNIDAD DE ALTO PAVITA, DISTRITO DE ZEPITA - CHUCUITO - PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ZEPITA,"664,699.18","581,832.77","581,832.77",SI   ,52.1 %,"303,274.5",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2291718,2291718,"INSTALACION DE MODULO DE PRODUCCION DE ALEVINOS DE ESPECIES NATIVAS EN LA LOCALIDAD DE DOS DE MAYO, DISTRITO DE SAN PABLO - BELLAVISTA - SAN MARTIN",ACTIVO,PROYECTO DE INVERSION,,"178,063.9","195,383.39","195,383.39",SI   ,20.2 %,"39,452.46",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2291734,2291734,"MEJORAMIENTO DE LA CAPACIDAD OPERATIVA MECÁNICA DE LA LOCALIDAD DE ZEPITA, DISTRITO DE ZEPITA - CHUCUITO - PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ZEPITA,"1,246,364.00","1,246,346.00","1,246,346.00",SI   ,19.7 %,"246,038.00",SI   ,"908,500.00","908,500.00",No info. disponible,No info. disponible
2291774,2291774,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DISPOSICION DE EXCRETAS EN EL CENTRO POBLADO DE ALTO PATACOLLO, DISTRITO DE ZEPITA - CHUCUITO - PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE ZEPITA,"2,007,307.00","1,394,855.3","1,394,855.3",SI   ,57.6 %,"803,064.58",SI   ,"126,360.00","126,360.00","114,229.00","88,405.00"
2291796,2291796,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE GESTIÓN EDUCATIVA Y PEDAGÓGICA DE LA UNIDAD DE GESTIÓN EDUCATIVA LOCAL (UGEL - CANDARAVE ), PROVINCIA DE CANDARAVE - TACNA",ACTIVO,PROYECTO DE INVERSION,GERENCIA REGIONAL DE INFRAESTRUCTURA,"3,436,860.00","12,538,567.78","12,538,567.78",SI   ,29.3 %,"3,675,299.86",SI   ,"2,430,300.00","2,430,300.00","1,394,397.00","2,293,386.00"
2292019,2292019,"MEJORAMIENTO, AMPLIACION DE LA GESTION INTEGRAL DE RESIDUOS SOLIDOS MUNICIPALES EN LA LOCALIDAD DE COTABAMBAS, DISTRITO DE COTABAMBAS - COTABAMBAS - APURIMAC",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE COTABAMBAS,"2,827,461.00","3,003,851.43","3,003,851.43",SI   ,6.7 %,"202,160.00",SI   ,"25,000.00","25,000.00",No info. disponible,No info. disponible
2292563,2292563,"INSTALACION DEL SERVICIO DE AGUA PARA RIEGO EN LAS COMUNIDADES DE CHISCAHUAYLLA Y CHUYLLULLO, DISTRITO DE COYLLURQUI - COTABAMBAS - APURIMAC",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE COYLLURQUI,"3,247,941.00","5,212,653.56","5,212,653.56",SI   ,65.5 %,"3,414,425.42",SI   ,"120,000.00","120,000.00",No info. disponible,No info. disponible
2292736,2292736,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE, SANEAMIENTO Y DISPOSICION DE EXCRETAS EN LA PEQUEÑA CIUDAD DE PALMAPAMPA Y LAS LOCALIDADES DE MONTERRICO, PICHIWILLCA, SAN AGUSTIN, BUENOS AIRES, CHAUPIMAYO, UNION CATARATA, SANABAMBA Y VILLARICA",ACTIVO,PROYECTO DE INVERSION,UEI DEL PROGRAMA NACIONAL DE SANEAMIENTO RURAL,"31,931,629.00","37,305,017.72","37,305,017.72",SI   ,90.1 %,"33,625,477.8",SI   ,"50,000.00","50,000.00","563,087.00","1,902,363.00"
2294265,2294265,"MEJORAMIENTO DEL SERVICIO DEPORTIVO EN EL CENTRO POBLADO DE LAGUNA TAWANTINSUYO DEL DISTRITO DE PACUCHA, PROVINCIA DE ANDAHUAYLAS - APURIMAC",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE ANDAHUAYLAS,"415,553.63","683,498.81","683,498.81",SI   ,82.3 %,"562,511.52",SI   ,"238,317.00","238,317.00","62,231.00",No info. disponible
2294382,2294382,"MEJORAMIENTO DE LA CARRETERA ARAPA - CHUPA (PU 114) - DV. HUANCANE (EMP. PE 34H), PROVINCIAS DE AZANGARO Y HUANCANE - PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA GOBIERNO REGIONAL PUNO,"116,194,824.00","60,502,645.64","60,502,645.64",SI   ,97 %,"58,674,273.32",SI   ,0.00,No info. disponible,"747,762.00","2,924,025.00"
2295542,2295542,"MEJORAMIENTO DE TROCHA CARROZABLE DESVIO CARRETERA SUNISACHA - SAN FRANCISCO DE PAJONAL - SECTOR SUNISACHA, DISTRITO DE CALZADA - MOYOBAMBA - SAN MARTIN",ACTIVO,PROYECTO DE INVERSION,,"282,589.15","282,589.15","282,589.15",SI   ,20 %,"56,583.35",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2295628,2295628,"INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE EL CHALLUAL , DISTRITO DE ALTO BIAVO - BELLAVISTA - SAN MARTIN",ACTIVO,PROYECTO DE INVERSION,UEI DEL PROGRAMA NACIONAL DE SANEAMIENTO RURAL,"4,533,436.00","5,463,287.22","5,463,287.22",SI   ,82.8 %,"4,525,635.89",SI   ,"50,000.00","50,000.00","24,000.00","1,389,058.00"
2295717,2295717,"MEJORAMIENTO Y AMPLIACION DEL LOCAL MUNICIPAL DE CACHACHI, DISTRITO DE CACHACHI - CAJABAMBA - CAJAMARCA",ACTIVO,PROYECTO DE INVERSION,,"1,614,474.00","2,098,816.2","2,098,816.2",NO   ,94.9 %,"1,991,948.68",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2295851,2295851,"MEJORAMIENTO DE LOSA DEPORTIVA MULTIUSO DE LA URB. MICAELA BASTIDAS DE LA CIUDAD DE ABANCAY, PROVINCIA DE ABANCAY - APURIMAC",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE ABANCAY,"297,816.25","364,533.00","364,533.00",SI   ,92.2 %,"335,965.43",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2295852,2295852,"MEJORAMIENTO DEL SISTEMA DE RIEGO SECTOR URINSAYA - COLLANA, DISTRITO DE HUAROCONDO - ANTA - CUSCO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE HUAROCONDO,"755,072.14","755,072.14","755,072.14",NO   ,47.9 %,"361,350.54",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2295913,2295913,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ENERGIA ELECTRICA DE LAS LOCALIDADES DE HUACHIS, SAN FRANCISCO DE YANAPOTO Y CASTILLO, DISTRITO DE HUACHIS - HUARI - ANCASH",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE HUACHIS,"4,239,449.21","4,398,039.87","4,398,039.87",SI   ,91.9 %,"4,043,748.4",SI   ,"312,723.00","312,723.00","9,663.00","457,805.00"
2297044,2297044,"INSTALACION DE SERVICIO DE PROTECCION ANTE PROBABLE INUNDACION, DEL SISTEMA DE AGUA POTABLE EN LA CIUDAD DE CAJAMARCA - CAJAMARCA - CAJAMARCA",NO REGISTRADO EN EL INVIERTE,PROYECTO,,0.00,0.00,0.00,NO,0 %,"1,107,802.00",NO,0.00,No info. disponible,No info. disponible,No info. disponible
2299423,2299423,"CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LOS SECTORES VENTILLA I, VENTILLA II Y CUMO HUACULLANI, CENTRO POBLADO YOROHOCO, DISTRITO DE HUACULLANI, PROVINCIA DE CHUCUITO, DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DEL PROGRAMA NACIONAL DE SANEAMIENTO RURAL,"3,652,867.00","5,356,795.65","5,405,748.65",SI   ,67.8 %,"3,664,759.89",SI   ,"1,147,035.00","1,147,035.00","745,984.00","676,133.00"
2299942,2299942,"CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN LOS SECTORES QUIÑONES Y MAMANI DEL CENTRO POBLADO SICUYANI, DISTRITO DE ZEPITA, PROVINCIA DE CHUCUITO, DEPARTAMENTO DE PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DEL PROGRAMA NACIONAL DE SANEAMIENTO RURAL,"2,943,260.00","4,511,081.88","4,511,081.88",SI   ,52.1 %,"2,349,707.94",SI   ,"1,028,371.00","1,028,371.00","33,850.00","118,322.00"
2300092,2300092,"MEJORAMIENTO Y CREACION DE LA AVENIDA COSTANERA SUR Y SURESTE EN EL TRAMO JIRON LUIS BANCHERO ROSSI - JIRON ESPINAR - PANAMERICANA SUR INTERSECCION VIAL AVENIDA DEL ESTUDIANTE, DISTRITO DE PUNO, PROVINCIA DE PUNO - PUNO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD PROVINCIAL DE PUNO,"46,743,591.00","33,180,181.4","33,180,181.4",SI   ,63.8 %,"21,160,682.74",SI   ,"132,206.00","132,206.00","5,476,229.00","20,724,914.00"
2300391,2300391,"MEJORAMIENTO DE LOS SERVICIOS ACADÉMICOS Y ADMINISTRATIVOS DE LA ESCUELA PROFESIONAL DE INGENIERÍA AGROINDUSTRIAL, SEDE MOQUEGUA, UNIVERSIDAD NACIONAL DE MOQUEGUA, DISTRITO DE MOQUEGUA, PROVINCIA DE MARISCAL NIETO, DEPARTAMENTO DE MOQUEGUA",ACTIVO,PROYECTO DE INVERSION,UNAM - UNIDAD EJECUTORA DE INVERSIONES,"9,984,394.00","31,545,492.31","31,856,635.54",SI   ,57.5 %,"18,306,676.89",SI   ,"4,115,394.00","4,115,394.00","5,917,066.00","1,164,883.00"
2300742,2300742,"CREACION DEL CAMINO VECINAL PATAHUASI - PALLCCA - CCECHCCACANCHA Y NUEVA GENERACION DE ILLAPATA (10.79KM), DISTRITO DE VINCHOS - HUAMANGA - AYACUCHO",ACTIVO,PROYECTO DE INVERSION,UEI DE LA MUNICIPALIDAD DISTRITAL DE VINCHOS,"3,350,155.00","1,077,544.96","1,077,544.96",SI   ,18.6 %,"200,642.54",NO,0.00,No info. disponible,No info. disponible,No info. disponible
